Description,VoteCount,Rating,Year,Title
"Asiye, who is a poor girl and has big dreams, starts to live in the identity of Cetin's girlfriend, who was killed by him after stabbing her boyfriend, and has a rich life.",252.0,7.0,2015–2016,1059. Kara Ekmek
"Zeynep flees to America, leaving behind his family. Zeynep returns to Turkey in the hands of the frustrations. On the other hand, Fatih returns to country. The story of these two people. Love Again.",2000.0,7.1,2015–2016,1060. Aşk Yeniden
"The life of a father and his three children will change when they meet a naive girl, a narcissistic businessman and a pop-star.",693.0,7.5,2015–2017,1061. Baba Candir
"Four wives have been betrayed by their husbands , support each other and trying to deal with that in comedic and romantic ways.",238.0,6.2,2015–2016,1062. Evli ve Öfkeli
The opinion on the failure of Istanbul security among the public in Istanbul; the police forces the members of the crime to set up a young team to push. Cemal is assigned to the task for this task. Cemal gathers talented young policemen to his team.,14.0,4.0,2015,1063. Sehrin Melekleri
"Deciding to ensure his own justice after the death of his judge father, Kenan declares war on his enemies and becomes a mafia boss who disregards the laws.",180.0,5.6,2015,1064. Racon
,89.0,6.0,2015–2018,1065. Buyur Bi de Burdan Bak
"This is one of the five brothers, not like in the slightest way to another.",3600.0,8.4,2015,1066. Beş Kardeş
"Inci goes to the hospital with a minor illness, but as a result of a medical accident, she leaves the hospital pregnant by artificial insemination accidentally administered by the gynecologist. What will she tell her family--and the man she loves? What will her life be like now--and in the immediate future?",139.0,4.1,2015–2016,1067. Hayat Mucizelere Gebe
The story of two strangers (Batu and Kumsal) who arrive in Istanbul from Izmir to look for happiness.,230.0,4.5,2015,1068. Adı Mutluluk
"A woman who has lost her memory by the car accident, try to live with her psychopath ex husband who was indirectly responsible for it.",348.0,7.1,2015,1069. Hatirla Gönül
A poor girl who looks so much like a rich girl takes her place.,100.0,5.6,2015,1070. Beyaz Yalan
,48.0,5.8,2015–2017,1071. Kismetse Olur
"Bulut is successful and ambitious man. He works for Ferman Köklükaya, the owner of a big construction company. He is also married to Ferman's daughter, Sude. Ferman caused the death of Bulut's father, but Bulut does not know about this. Sude and Bulut have an unhappy marriage. One day, at a hotel opening,",770.0,4.8,2015–2016,1072. Acı aşk
"The adventure of a mother who has to deal with her husband who betrayed her, after having another identity and face.",118.0,5.3,2015–2016,1073. Eve Dönüş
"Ejder and Nagme fell in love and decided to marry, unaware that both families would never accept the marriage. From the moment she steps onto Ejder's family's ranch, Nagme realizes there is a sad story behind every door.",124.0,4.0,2015,1074. Sen Benimsin
"Ruzgar a parachute teacher is soon to be married to the mayors spoiled, trickster daughter. Ruzgars old childhood friend, Günce has returned to town in the middle of their wedding day. Suspense is happening. When is love.",64.0,4.5,2015,1075. Gunebakan
Drama turkey about young mothers Mother give birth a baby and other upbringing in love..and after years who's belong thes baby ?,231.0,4.9,2015,1076. Analar ve Anneler
It is organized in the Dominican Republic. It is published 7 days a week. The format of the contest is Survivor: Famous - Volunteer form.,107.0,5.4,2015,1077. Survivor All Star
"Deniz is a small boy who lives in a town with her father and is loved by all. But he feels bad that he grew up without a mother. Deniz's father, Hakan, had a love affair with Zeynep, but life somehow parted them. Therefore, Deniz was left without mother. One day Zeynep comes to this town with her husband Semih and becomes happy when she meets Deniz.",32.0,4.0,2015,1078. Bir Deniz Hikayesi
"Orhan, Turkey is one of the few rowdy. When Orhan's wife Guliz died, Orhan would repent of illegal activities. Orhan agrees with his wife's last request and walks away with all the bully except one. He wants to start a peaceful life with five daughters and his family in a town in the Aegean.",49.0,4.1,2015,1079. Aşk Zamanı
"In the story that started in a suburb of Istanbul, the events between Kenan Cesur and Zeynep, who shoulder the burden of a momentary mistake, progress with an adventure full of ambition, passion and regret.",0.0,,2015,1080. Son Çikis
"Growing up in dorm Yaz tries to stand on her own feet. But things do not go well. In this mixed period, she meets her mother and father, whom she has never seen before. Yaz will have difficulty accepting them first, but then she will do her best to become a family.",90.0,4.4,2015,1081. Yaz'in Öyküsü
Follows the 1990's New South Wales' backpacker murders.,110.0,6.4,2015,1082. Milat
a man and a woman who are constantly fighting each other but still have to work together.,82.0,5.8,2015,1083. Ne Münasebet
"Ibi and her best friend, Tosi the turtle, go on a variety of adventures in Baldiyar, learn new things and solve others' problems using math and critical thinking while making friends along the way.",69.0,6.6,2015,1084. Ibi
,0.0,,2015,1085. Serce Sarayi
Nehir is young girl who works in a shipbuilding industry.,67.0,5.0,2015–2016,1086. Mayıs Kraliçesi
"Kerim is a wealthy businessman in his 50s, married and has three children. An armed attack on the day he will participate in an important tender will cause all the balances in Kerim's life to change.",0.0,,2015–2016,1087. Ask ve Günah
"One day, 3 mischievous young men find a baby left in front of their door.",75.0,4.9,2015,1088. Bana Baba Dedi
,22.0,4.2,2015,1089. Aydamaya
"After miraculously surviving, Ali returns to Istanbul years later as a successful and wealthy man. He wants revenge and Begum, now Vedat's wife.",61.0,3.7,2015,1090. Bedel
"Mehmet was an ordinary man who played his guitar at bars. All that changed in 2013 when he was nearly murdered in Iraq. Nursed back to healthy by villagers, he loses his memory and must search to uncover who he is.",55.0,4.6,2015,1091. Kara Kutu
"Cagan Sekercioglu, an ecologist, ornithologist, and a nature conservationist, follows the traces of the beauties that need to be discovered before they extinct.",17.0,6.6,2015–2021,1092. Yok Olmadan Kesfet
,14.0,2.9,2015–,1093. Gelin Evi
"Remake of ""Ayrilsak da beraberiz"" TV Series (1999-2004)",71.0,2.8,2015,1094. Ayrilsak da Beraberiz
,18.0,6.3,2015,1095. Pelin Çift ile Gündem Ötesi
"It's not enough just to have a great voice to win in the ""Ve Kazanan"" contest. Competitors need to take the risk and make the right decision at the right time.",40.0,1.3,2015,1096. Ve Kazanan
,21.0,2.6,2015–2016,1097. Tutar mi Tutar
,107.0,9.6,2015,1098. Yabancı: Hayatı Keşfet
,13.0,2.0,2015,1099. Heredot Cevdet Saati
,58.0,2.6,2015,1100. Eglendirme Dairesi
,16.0,6.2,2015,1101. Elin Oglu
,0.0,,2015,1102. Rumuz Cavidan
"MR. Makaroni and His family live in beautiful house, Mr and Mrs. Makaroni try teach to them 3 kids , lesson of life .",0.0,,2015,1103. Makaroni Ailesi
,0.0,,2015–2016,1104. Saba ile Oyuna Geldik
Independent short documentary series about Turkish comic book artists.,22.0,6.5,2015,1105. Çizgi Roman Yolculuğu
"The 2015-16 Süper Lig (known as the Spor Toto Süper Lig for sponsorship reasons) is the 58th season of the Süper Lig, the highest tier football league of Turkey.",34.0,6.3,2015–2016,1106. 2015-2016 Süper Lig
,0.0,,2015–2016,1107. 2015-2016 TFF 1. Lig
,37.0,6.7,2015–2020,1108. Geek Muhabbeti: Yorumluyorum
"Football, football, football... This is a weekly sport series in TRT on every Thursday Morning. Every week its telling terrifying stories of amateur football players who plays for his and his neighbours honour.",0.0,,2015,1109. Amatör Küme
,0.0,,2015–2016,1110. Atasözü
"Guest musicians appear on each episode in Venus Music Studios in Istanbul, Turkey. Live Music Show.",0.0,,2015,1111. Ehveniser
,0.0,,2015–2016,1112. Ray's Farm
,0.0,,2015–2018,1113. Uçankus'ta Kültür Sanat
,0.0,,2015,1114. Birlik Sokak
,0.0,,2015,1115. Can Yesilyurt
,0.0,,2015,1116. Silikon Vadisi
,0.0,,2015–,1117. TepkiKolik
,6.0,7.3,2015–,1118. Ezgi'nin Kanali
,14.0,6.1,2015,1119. Safiye'den Sofia'ya Calinan Kimlikler
,12.0,5.4,2015,1120. Gerçek Cinayet Hikâyeleri
,0.0,,2015,1121. Babylon Stories
,0.0,,2015,1122. Kissali Harikalar Kumpanyasi
,0.0,,2015,1123. En Güzel Rotalar
There is a jury of 4 people. Audiences will also vote for the contestants. The competitor is alone on the stage. Until he tries to get the valid vote from the jury. The removal of the led display depends on the vote of the contestants. Every contestant on the competition stage will try to remove the led display.,15.0,3.3,2015–2016,1124. Rising Star Turkey
,0.0,,2015,1125. Haber Özel
"Reenactments of patients' struggle of life including their commentaries, depicting a different disorder on every episode.",35.0,7.1,2015,1126. Nöropsikoloji
,0.0,,2015,1127. Vazgecmeyenler
"TECH PACK is a unique Science and Technology Television Series for the millions of the Persian speakers worldwide. This Persian Video Magazine features the latest in the world of science, technology and nature.TECH PACK started at the end of the year 2013 in Iran as articles in various scientific publications and evolved into a video production. Farid Khalifi is the director of the TECH PACK video magazine which currently operates in Turkey. He is also writes, hosts, edits and produces Tech Pack. This Persian Video Magazine has a official Youtube channel that you can see new episode. Also official Facebook page is fb/PersianTechPack. This Video Magazine tries to fill vacancies Persian scientific program and It is suitable for all ages. Because this program is to provide scientific information that is great for all.",27.0,6.7,2015–,1128. Persian Tech Pack
,0.0,,2015,1129. Fabrika kizi
,0.0,,2015–2016,1130. Jan
,0.0,,2015–2016,1131. Simdi ve Burada
,0.0,,2015–2017,1132. Evleneceksen Gel
,12.0,5.5,2015,1133. Bi Dünya Şov
,0.0,,2015,1134. Haberin Olsun!
,0.0,,2015,1135. Belgesel Adam
,0.0,,2015–,1136. Elif Yalcin
,0.0,,2015–2016,1137. Pastane
,8.0,5.5,2015,1138. Ninja Warrior Türkiye
,0.0,,2015,1139. Hayatta Her Sey Var
,0.0,,2015–2016,1140. Nursel'in Mutfagi
,0.0,,2015,1141. Ekmek ve Gül
,0.0,,2015,1142. Davranis Bilimi
,0.0,,2015,1143. Futbolun Hikayeleri
,65.0,7.2,2015,1144. Cengiz Özdemir & Ozan Sagsöz ile Kültür & Tarih Sohbetleri
"The heroic story of Ertugrul Ghazi, the father of Osman (Uthman) who founded the Ottoman Empire.",39000.0,7.9,2014–2019,1145. Diriliş: Ertuğrul
"Omar is a police officer. After the death of his fiancé he suffers great pain. Sibel, Omar's fiancée's body was found on the top of a cliff, in a car next to a fairly old, rich business man. After the shock of her sudden death and the accusations of his love cheating on him, Omar realizes that there is more behind her suspicious murder.",7600.0,7.6,2014–2015,1146. Kara Para Aşk
Follow the Kilic brothers as they take different paths in life after moving from the tiny Ayvalik to the vibrant Istanbul.,3600.0,7.2,2014–2015,1147. Seref Meselesi
"The love story of Kurt Seyit, a Crimean Tatar army major, and Sura, a rich Russian woman during the Russian Revolution and in the last days of the Ottoman Empire.",4100.0,7.3,2014,1148. Kurt Seyit ve Sura
Öykü and Ayaz met coincidentally. Then fate begins to brings them together.,2100.0,5.7,2014–2015,1149. Kiraz Mevsimi
"A young girl named Gulru, admiring her inspiration Gulfem Sipahi and trying to be like her, ends up in a painful life adventure full of revenges and intrigues.",505.0,4.9,2014–2016,1150. Güllerin Savaşı
At a hospital a nurse switches two baby girls at birth because their last names are similar. The rich family gets the poor girl; the poor family gets the rich girl. After 15 years the truth is revealed.,1700.0,5.9,2014–2017,1151. Paramparça
A group of thieves act like a family and help people by stealing in Istanbul.,2800.0,7.3,2014–2015,1152. Ulan İstanbul
The two brothers have a plumbing company and they are trying to invent something that would make the world a better place.,17000.0,8.6,2014–2015,1153. Kardeş Payı
"Sungurlar Commander Captain Serdar and Naza, Kordon Celil, Sahin, Doctor, and Meryem's team struggle with various terrorist organizations.",163.0,4.3,2014–2015,1154. Sungurlar
"A kind 6-year-old girl is placed under the protection of her mother's best friend, who keeps a well-hidden secret, and is a maid for a wealthy family, in whose mansion she lives.",637.0,2.3,2014–2019,1155. Elif
"A young kid, whose mother and father are constantly fighting, he tries everything in his power to get them together, it is a very funny comedy",458.0,4.0,2014–2015,1156. Küçük Ağa
"The series, which brought to the screen that the professional thief Kertenkele, who could not be captured by the Istanbul police, lived in impossible love and love; ""Even if your life is a lie, love is real"".",1300.0,3.3,2014–2016,1157. Kertenkele
The enemy of Turkey lives mostly within the borders of Turkey. A group of people who are willing to sacrifice themselves for eliminating Turkey's interior and outer enemies.,1000.0,7.1,2014,1158. Reaksiyon
"Loving husband to the family fold. One of the children disappeared 25 years ago, traditional, a large Turkish family. If two very different families and neighbors from each other Tariq actually lost that child turns out to be what happens? Of course, that would be a complete farce.",175.0,4.2,2014–2015,1159. Kocamin Ailesi
"Bahar, who does not know that she is adopted, lives under the pressure of her poor family. When her rich family is discovered, her stepmother substitutes her own daughter for Bahar and steals Bahar's life.",817.0,5.0,2014–2017,1160. O Hayat Benim
The impossible love of a man who caused the death of an innocent man and his wife.,78.0,5.8,2014,1161. Emanet
A beautiful girl from Istanbul moves to a small village and that changes her life.,402.0,5.8,2014–2015,1162. Güzel Köylü
The story of three sisters who live with their father after their mother abandoned them and who experience many changes in their lives while in search for marriage partners and true love.,484.0,6.1,2014–2015,1163. Gönül İşleri
"Important writers in Turkish literature Cahit Zarifoglu, Nuri Pakdil, Mehmet Akif Inan, Erdem Bayazit, Rasim Ozdenoren, Ali Kutlay and Alaeddin Ozdenoren's tells of life.",1300.0,7.6,2014–2015,1164. Yedi Güzel Adam
"A small Turkish Aegean town in the 90's and the warm, friendly, sincere people of this town.",894.0,8.0,2014–2016,1165. Yeşil Deniz
"Defne and Kahraman Yorukhan are rich but have no children. Their family rebukes make Deffe look for an alternative way to give her husband a heir. She decides to hire a surrogate mother to take the baby for her. Her choice falls on Elf, a young woman from the birthplace of Kahraman Antakya.",520.0,5.0,2014–2015,1166. Kaderimin Yazıldığı Gün
"The shops of the Karahanli Family burn down one night. Murat works hard to tidy up the shop and put things right, but he is unaware of the danger that awaits them.",342.0,5.6,2014,1167. Hayat Ağacı
,341.0,2.5,2014,1168. Çilgin Dersane Üniversitede
"The story based on 1800's era of Ottoman Empire, round around Mustafa, a local police officer. Mustafa fights the secret forces against him and the state.",3000.0,6.6,2014–2016,1169. Filinta
"The story of ""Olive Hill"" passes through a rich seaside town where olives are abundant. Throughout the series, a young girl will challenge a world ruled by bloody men who do not hesitate to do any evil that comes to mind for money, power, and deadly ambition. She will fight a great struggle against the injustices she has with other women in her family.",47.0,4.6,2014,1170. Zeytin Tepesi
Izzet Unver Boarding Anatolian High School is celebrating its 100th anniversary. There is a big surprise waiting in ceremony. The parents of the former eight students of the school gave their money to their schoolmates in time. This reality that emerged on the day of celebration confuses something.,78.0,5.0,2014,1171. Sil Bastan
3 brides running away and falling in love with 3 other hot guys,820.0,5.6,2014–2015,1172. Kaçak Gelinler
A young man at odds with his father returns home when his younger brother runs away. But his father is a criminal mastermind and his home town is a complicated place. Will he escape the path his family have mapped out for him? Dutiful son Barzan returns to Mardin in Eastern Turkey where his criminal father has suffered a heart attack.,88.0,6.0,2014,1173. Asktan Kaçilmaz
Turkey's intelligence war on the number of issues that the country's national presence and sworn to protect the interests of a handful of people exiting the road from the story is taken subject selfless life of this hero.,143.0,5.7,2014,1174. Kizilelma
"The story, which takes place in the Gültepe district of Izmir in the 1980s, tells the struggle of four young boy with the district they live in and with life.",188.0,7.0,2014–2015,1175. Benim Adım Gültepe
How can one know who is really innocent and who is not or the thoughts on the people's mind who walk on the fine line between innocence and sinfulness? This is a revenge story which is formed around love and sacrifice which leads to a disappointment.,128.0,6.4,2014,1176. Günahkar
"Literature Teacher Mahir Soysal is looking for a new life that he can take refuge in at the same time as stepping out of the door of Dersaadet High School for the first lesson day. In the past, Mahir led all of his colleagues to problematic students whom they regarded as desperate cases and gave them life.",101.0,6.4,2014,1177. Not Defteri
"One of the leading figures of the community, Nazim Bey, expects his children to grow up after he loses his wife. While everyone waits for his to marry someone from his community life, he falls in love with the youth and beauty of Calibe, the daughter of a civil servant. Calibe, along with her beauty, ambitions, dreams and aims to reach the new life targets.",53.0,5.0,2014,1178. Yasak
The life of two detectives trying to solve a mysterious murder and the events around them.,116.0,5.1,2014,1179. Cinayet
The presenter that won the short game they play in the airport in the country will earn 10 thousand dollars and the lost presenter 100 dollars. Who will better introduce the country they are going to win with the money they earn.,48.0,5.9,2014–2017,1180. Para Bende
"Men and women of all ages address the audience. It ironies with relativity. It goes in the house, in the car, in the shopping, on the vacation, in the sports center, and everywhere imaginable. It tells funny situations that every couple in the world can live.",454.0,7.7,2014–2015,1181. 1 Erkek 1 Kadin 2 Cocuk
"Zulfu is the gardener of Osman, who is a rich network. Osman is one of the strongest names in the drug market. Zulfu, who was imprisoned for Osman, takes action to get his revenge when the punishment is over.",41.0,6.3,2014,1182. Beyaz Karanfil
A man decides to form a team to save the hospital from sinking. Five doctors and five different lives who came together from different parts of Turkey.,73.0,5.3,2014–2015,1183. Hayat Yolunda
,50.0,6.4,2014,1184. Her Sevda Bir Veda
"Dikmen is an Ankara artist who plays the baglama. While working in music halls, he gets an offer from a manager from Istanbul. Having argued with his boss, Dikmen accepts the offer and goes to Istanbul. He meets his military friend who is a taxi driver in Istanbul. His friend will accompany him on his Istanbul adventure.",67.0,3.9,2014,1185. Ankara'nin Dikmeni
"Mehmet Bozoglu other 'Yanik Memed'; along with his five sons, are the leaders of the Urfa nights. A family who organizes ""Row Nights"" in Sanliurfa escapes from the blood case and comes to Istanbul.",60.0,3.9,2014,1186. Urfaliyam Ezelden
"Ezra, a Palestinian who tracked down her sister in Italy, fled Gaza to find her sister, and the refugee boat she boarded sank off the coast of Cyprus. The wealthy businessman Chahangir, who saved her falls in love with Ezra at first sight.",0.0,,2014,1187. Ezra
The impossible and rebellious love of Kara Bayram and Fatma.,36.0,4.8,2014–2015,1188. Yilanlarin Öcü
"Two twin sisters, who grew up separately and with different values, come together again.",91.0,5.7,2014,1189. Diger Yarim
"Things get mixed up when a foreign man comes to a quiet town. Because the town is not really that tame, nor is he so foreign. After that day nothing will be like the old and all secrets will be revealed.",44.0,4.1,2014,1190. Hatasiz Kul Olmaz
,96.0,6.1,2014–2015,1191. Niloya
"Asya, who lost her mother during childbirth and later lost her father when she was two days old, spent her life in orphanages. After her father's death, Asya remains the sole heir to a large fortune, but nobody knows this except her aunt Aysel.",10.0,2.4,2014–2015,1192. Alin Yazim
"a group of orphaned high school children who started life 3-0 behind, bringing the situation to 3-3.",85.0,5.0,2014,1193. Boynu Bükükler
"2000s and nowadays. 2000s, Hicran is a beautiful girl who is around twenty years old. She works at a stained glass store. Nowadays, Hicran is a mother and hates her girl. The story depicts choices a woman makes and how these affect her life.",138.0,5.7,2014,1194. Bana Artık Hicran De
"15 people will have a brand new life without anything at all. Leaving their lives behind, they will start from scratch. They will set the rules themselves, create their own. Everything in Utopia is in the hands of contestants.",51.0,5.7,2014–2015,1195. Ütopya Türkiye
Host Cem Başak interviews famous international and Turkish actors.,267.0,9.2,2014–,1196. Filme Gitmeden Önce
Guests from the program are chatting about the work they are doing and some audiences are allowed to participate in the call over the phone.,294.0,6.6,2014–2016,1197. Dada Dandinista
,0.0,,2014–,1198. Aglatan Dans
,11.0,4.5,2014,1199. Kadim Dostum
,84.0,4.3,2014,1200. Anasının Oğlu
"Ipek and Çetin, who have been in love with each other since their youth, will be separated after fifteen years. After this decision, the couple said, ""Despite all the difficulties, is love still possible? What is the formula of happy marriage?"" such as the answers to the questions.",63.0,3.8,2014–2015,1201. Aşkın Kanunu
"Pasa Dede; He is a sullen, grumpy and wealthy old man. The grandfather, who lives alone, and his greedy relatives never leave him alone. These relatives, who are two families that are hostile to each other, are after Pasa Dede's legacy.",0.0,,2014,1202. Pasa Gönlüm
"You want adventure. But the world is already saved from aliens, galaxy is freed from villains; stars are just occupied; monsters are no longer exciting. So how will we entertain the school kids? We have solved the problem. Come and join us with Ayas.",42.0,5.4,2014,1203. RGG Ayas
,20.0,5.4,2014,1204. Kalp Hirsizi
,65.0,4.4,2014,1205. Ah Neriman
"Aziz Keklik, who makes raw meatballs in Malatya Pötürge, is a tradesman who lives on his own. With the death of his rich uncle in Istanbul, he inherits a huge legacy. It will not be so easy to inherit because the inheritance is common and its partners are high society people.",10.0,5.0,2014–2015,1206. Simdi Onlar Düsünsün
,0.0,,2014–2015,1207. Yetim Gönüller
,0.0,,2014–,1208. Iste Benim Stilim
,61.0,6.3,2014–2020,1209. Fatih Portakal ile FOX Ana Haber
,11.0,3.3,2014–2015,1210. Roman Havasi
,0.0,,2014,1211. Asayis Berkkemal
,22.0,6.4,2014,1212. The Pursuit of Revelation
"In nomadic Akça Oba, pint-sized explorer Maysa discovers new adventures alongside her close shepherd friend Bulut.",24.0,6.7,2014–,1213. Maysa ve Bulut
When his little brother runs away a young man returns home to face his father a criminal mastermind who has a dark path mapped out for him.,26.0,6.6,2014,1214. Can't Run from Love
,0.0,,2014–,1215. Meryem Can
,0.0,,2014,1216. Düşler ve Umutlar
"Ali Kemal and Cansu couple are two urban youths who have never been able to cope with being a lover in the past, and are still unable to get along with each other. They both did not find what they were looking for in their later relationships.",32.0,3.5,2014,1217. Ne Diyosuun
,0.0,,2014–2015,1218. Ver Firina
"Saruhan Saral, aka Mightyraccoon is a Turkish animator who specializes at making short superhero animations.",0.0,,2014–,1219. Mightyraccoon!
,11.0,4.6,2014–2015,1220. Bir Milyon Canli Para
,0.0,,2014,1221. Üç Arkadas
,0.0,,2014–2016,1222. Süper Bulmaca
,44.0,4.4,2014,1223. Ruhumun Aynasi
,11.0,4.5,2014,1224. Hayat Yokuşu
"It is a dynamic program that enlivens the weekend for those who want a simple conversation, those who are curious about the artist, and those who want to watch a program with great tastes on TurmaxGurme.",0.0,,2014,1225. Acemi Pastacilar
"The 2014-15 Süper Lig (known as the Spor Toto Süper Lig for sponsorship reasons) was the 57th season of the Süper Lig, the highest tier football league of Turkey.",32.0,6.4,2014–2015,1226. 2014-2015 Süper Lig
,0.0,,2014,1227. Terfi
,0.0,,2014–2015,1228. Katakulli
,0.0,,2014,1229. Içimizden Biri
,0.0,,2014,1230. Evdekiler
,0.0,,2014,1231. Çaykur (Promo)
,25.0,4.8,2014,1232. Kel Alaka
,0.0,,2014,1233. Kulaktan Kulaga
,0.0,,2014–2015,1234. Duman Olmadan
,0.0,,2014–2016,1235. Ana Ocagi
,0.0,,2014,1236. Sinirlari Asmak
,0.0,,2014,1237. Maksut'un Neolokal Mutfagi
,9.0,3.4,2014–2015,1238. Buyuk Sir
,0.0,,2014,1239. Kumdan Kissalar
Extreme-G: Skydiving focuses on parachuting experiences of famous people each episode.,19.0,6.5,2014,1240. Extreme-G: Skydiving
,0.0,,2014,1241. Rapizm
,0.0,,2014,1242. Farkli Rotalar
,0.0,,2014,1243. Yemek Askina
,0.0,,2014–2015,1244. 2014-2015 TFF 1. Lig
,0.0,,2014,1245. Ref
,0.0,,2014–2015,1246. Annem Söyler Ben Yaparim
"""Great War 100th Anniversary Documentary (War Warrant)"" for the effects of the Great War, which is felt even today, adds a different perspective. It reveals the interconnection of historical processes. Beyond being just a documentary of history, it sheds light on the geopolitical equations of the future.",0.0,,2014–2016,1247. Cihad-i Ekber
,0.0,,2014–,1248. Sibera Deng
,0.0,,2014,1249. Hom Ofis
"Looking for a better life, Demet tries to convince her only daughter Zeynep to leave their home village. They move into Demet's old friend's house Jale, and Zeynep is able to enroll at the same private college as where Jale works as the principal.",4700.0,6.9,2013–2014,1250. Günesi Beklerken
"Yaman,who lives in one of the Istanbul's suburbs,is arrested and put in jail along with his brother Kenan for his brother stole a car at a gas station.Yaman gets a chance for a brand new start when he meets a lawyer Selim who takes Yaman to his new home.",9600.0,7.1,2013–2015,1251. Medcezir
"After her husband's death, Ebru has to go to her husband's hometown due to financial problems. Will Ebru find out that she is living in a big lie about her son, whom she thought was dead?",894.0,5.2,2013–2016,1252. Karagül
A successful lawyer meets her lost childhood love after 13 years of deserting her poor hometown and abusive family. That encounter forces her to reconcile with her traumatic past and search for her lost family and their tragic fate.,1600.0,7.5,2013–2014,1253. Merhamet
Feride became orphaned as a child and is forced to attend a boarding school while also visiting her aunt during breaks and vacations. During this time she has fallen in love with her charming older cousin Kamran.,3200.0,7.4,2013–2014,1254. Çalikusu
An innocent pastrycook Melek gets accused of injuring an important politician's son. Her loving husband Ali wants to help his wife to escape from prison.,3000.0,7.6,2013,1255. 20 Dakika
A weekly TV comedy show that contains funny sketches. It is being represented by Ali Sunal.,2100.0,6.6,2013–,1256. Güldür Güldür Show
The continuing life of an ex cop who had worked for a mafia undercover. Ended up killing the mafias son so later on he used the mafias daughter to escape. Falling in a unwanted love with her.,658.0,6.5,2013–2015,1257. Kaçak
Love of electric girl and invisible boy. Aylin and Tilki never touch and kiss each other.,706.0,6.6,2013,1258. Sana Bir Sir Vereceğim
"The main character is a girl who lives in the suburbs of Istanbul. All her thoughts together about how to get out of poverty and miserable life and enter the socialite. Girl walking confidently towards the realization of its objectives, although a man of her class who loves her madly.",1000.0,5.7,2013–2014,1259. Fatih Harbiye
A young boy Karim suddenly gets kidnapped by falko his dad's unknown enemy in order to get even with his dad (Gerald) for snatching his girlfriend away from him,802.0,7.8,2013–2014,1260. Kayıp
A 13-year-old girl is forced into marriage to save her brother's life. Because of the customs in the Southeast Anatolia.,188.0,4.4,2013–2015,1261. Küçük Gelin
"A mysterious woman called Yagmur Ozden moves into a rich neighborhood right next to the Arsoy mansion. In reality, she is Derin Celik, daughter of the infamous Adil Celik who was wrongfully imprisoned for crimes he did not commit. And she's here for one reason only - to get revenge on those who framed him.",1800.0,5.9,2013–2014,1262. İntikam
"There is a mafia man named ""President"" on the series. Ekrem Altindagli lives with his wife and children. His family life is restless. Neriman, an old and grumpy mother, constantly raises trouble. His uncle, a mafia boss like himself, is like a nightmare with Payidar. Problems do not leave behind.",983.0,1.6,2013,1263. Altindagli
"Katiboglu, a noble family, is having hard times financially. Young and millionaire Aysen, who has never seen a place other than the vineyard house in Kayseri in her life, buys the family's mansion.",225.0,6.0,2013–2014,1264. Bugünün Saraylisi
"Leyla and Mecnun series has been canceled, as the teams try to hold on to life.",7800.0,8.0,2013–2014,1265. Ben de Özledim
"In 1996, a village girl in turkey, Elif Gürel dreams of becoming a doctor. His abusive father is marrying her off to a rich man. She meets an army officer , Deniz , who encourages her to realize her dream. Helped by her mother, she takes a big step, but is soon caught in trouble. Her mother turns to an old secret to help her beloved daughter. A story of a strong girl, struggling her way to become a doctor while being true to her faith. A story about the prestigious piece of cloth called head-veil.",76.0,6.7,2013–2015,1266. Ötesiz insanlar
"The story of Aysem and Ömer, who think that they will be able to take responsibility for their dreams, their love and each other, and to have difficulties together, instead of temporary relations that they will live for their daily fervor in their youth.",749.0,7.2,2013–2015,1267. Beni Böyle Sev
,10.0,4.8,2013–,1268. Kizlar ve Anneleri
"Galip Dervis, is an adapted version of the Monk series.",1800.0,7.3,2013–2014,1269. Galip Dervis
"The love of Süreyya and Ramazan, who are in love with each other, is left unfinished with the claim that Ramazan committed a murder. The paths of the two lovers will cross again.",227.0,6.0,2013–2014,1270. Tatar Ramazan: Ben Bu Oyunu Bozarım
"Fatih is a Turkish historical drama based on the life of Sultan of the Ottoman Empire, Mehmed ll. The series was canceled after five episodes.",152.0,3.4,2013,1271. Fatih
"The story of Umut, who lives under the pressure of her family, to become famous.",169.0,5.8,2013–2017,1272. Benim Hala Umudum Var
"The story consists of the adventures of a group of friends named ""Rafadan Tayfa"". It reflects the neighbourhood life of the 80s and the sincere human relations.",307.0,7.7,2013–,1273. Rafadan Tayfa
"Is it fairy tale real? Can life of a thirty-year-old widow with two children, who have never gone to another life in their lives, turn into a fun fairy tale? Yadigar had to see some nightmares before he could live this tale.",513.0,7.6,2013–2015,1274. Aramizda Kalsin
"The story of two Janissaries who fought during the conquest of Istanbul, and were sent to 21st century Istanbul for a mistake they made.",185.0,5.5,2013–2014,1275. Osmanli Tokadi
"While searching for his birth parents, a poor orphan Korkut Ali meets Ceylan. However, when he finds his mother it's rich and lives a happy life, and she has a son, he decides to seek revenge against her but his love for Ceylan stops him.",766.0,6.7,2013–2014,1276. Bir Aşk Hikâyesi
"3 Adam is a talk show program by Eser Yenenler, Ibrahim Büyükak and Oguzhan Koc, who have been very close friends since they were little.",1300.0,4.0,2013–2017,1277. 3 Adam
The satiric adventures of a Turkish family in the metropolitan city of Istanbul.,328.0,7.4,2013–2016,1278. Fırıldak Ailesi
